companyname,numberoftransaction,maxprice,minprice,closingprice,tradedshares,amount,previousclosing,difference,date
Bank of Kathmandu Ltd.,131,361,350,356,30277,10769591,350,6,2018-04-19
Bank of Kathmandu Ltd.,111,367,354,365,30818,11119956,356,9,2018-04-22
Bank of Kathmandu Ltd.,123,368,353,358,31536,11419427,365,-7,2018-04-23
Bank of Kathmandu Ltd.,44,362,351,353,10130,3594494,358,-5,2018-04-24
Bank of Kathmandu Ltd.,50,354,348,349,10398,3637651,353,-4,2018-04-25
Bank of Kathmandu Ltd.,51,352,341,342,8851,3046309,349,-7,2018-04-26
Bank of Kathmandu Ltd.,57,342,334,335,9756,3290186,342,-7,2018-04-29
Bank of Kathmandu Ltd.,37,341,330,340,5713,1902375,335,5,2018-05-02
Bank of Kathmandu Ltd.,48,342,336,339,14024,4764086,340,-1,2018-05-03
Bank of Kathmandu Ltd.,55,340,333,335,11605,3891825,339,-4,2018-05-06
Bank of Kathmandu Ltd.,32,334,330,332,3275,1086426,335,-3,2018-05-07
Bank of Kathmandu Ltd.,27,335,330,335,3816,1269678,332,3,2018-05-08
Bank of Kathmandu Ltd.,28,338,333,334,7303,2445184,335,-1,2018-05-09
Bank of Kathmandu Ltd.,51,340,334,335,9607,3222571,334,1,2018-05-10
Bank of Kathmandu Ltd.,49,335,329,331,8533,2836440,335,-4,2018-05-14
Bank of Kathmandu Ltd.,36,335,327,334,5505,1808936,331,3,2018-05-15
Bank of Kathmandu Ltd.,24,335,328,328,4255,1404675,334,-6,2018-05-16
Bank of Kathmandu Ltd.,29,334,330,331,3940,1303358,328,3,2018-05-17
Bank of Kathmandu Ltd.,46,337,326,333,10862,3574140,331,2,2018-05-20
Bank of Kathmandu Ltd.,28,330,327,330,4287,1408629,333,-3,2018-05-21
Bank of Kathmandu Ltd.,25,328,325,326,6847,2233565,330,-4,2018-05-22
